,id,utteranceID,Source,Target
418,dlg-4b2edcfb-7fa5-4a93-a82e-8a6637fb5d7a,17,बहुत - बहुत धन्यवाद। मैं इसकी सराहना करता हूं।,Thank you so much. I appreciate it.
420,dlg-4b2edcfb-7fa5-4a93-a82e-8a6637fb5d7a,19,मे लूँगा।,I will.
422,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,1,मैं एक रेस्टोरेंट ढूंढ रहा हूं।,I'm looking for a restaurant.
424,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,3,हां।,Yes.
426,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,5,सैन फ्रांसिस्को।,San Francisco.
428,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,7,भारतीय भोजन।,Indian food.
430,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,9,बैठ जाओ।,Sit-down.
432,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,11,सस्ता।,inexpensive.
436,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,15,पहला क्या था?,What was the first one?
440,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,19,क्या इसमें एक फुल बार है?,Does it have a full bar?
442,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,21,क्या वे आरक्षण लेते हैं?,Do they take reservations?
444,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,23,मैं रितु लूंगा।,I'll take Ritu.
447,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,26,26 जनवरी शाम 6:00 बजे।,January 26th at 6:00 p.m.
449,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,28,तीन लोग।,Three people.
450,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,29,और एक आउटडोर टेबल।,and an outdoor table.
452,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,31,"हाँ, मैं इसे लूँगा।","Yes, I'll take it."
455,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,34,धन्यवाद।,Thank you.
457,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,36,दुबारा से रीजर्वेशन की तारीख क्या है?,What are the What's the reservation date again?
459,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,38,ठीक है धन्यवाद।,"Okay, thanks."
462,dlg-4e06cbb9-8607-4157-921f-785fb206d28b,41,बस हो गया।,That's it.
464,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,1,मैं सैन फ़्रांसिस्को में एक रेस्टोरेंट ढूँढ रहा हूँ।,I am looking for a restaurant in San Francisco.
465,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,2,सैन फ्रांसिस्को में नए रेस्तरां हाँ।,new restaurants in San Francisco Yes.
469,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,6,मुझे एक इटैलियन फ़ूड रेस्तरां चाहिए।,I'd like an Italian food restaurant.
471,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,8,"हां, मुझे एक ऐसा रेस्तरां चाहिए जिसमें शराब, विशेषतः शराब, बाहर बैठने की जगह और लाइव म्यूजिक हो।","Yes, I'd like a restaurant that has sorts of alcohol, preferably wine, has outdoor sitting, and live music."
475,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,12,"हां। दूसरा, क्या उनके पास लाइव म्यूजिक है? और आधुनिक इतालवी भोजन का क्या अर्थ है?","Yes. The second one, do they have live music? And what is modern Italian food mean?"
477,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,14,"ठीक है, और आधुनिक इतालवी भोजन क्या है?","Okay, and what is modern Italian food?"
479,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,16,"ठीक है। और पहले वाले के लिए आपने पिज्जा मेंन्शन किया था। क्या वे सर्व करते हैं क्या यह सिर्फ एक पिज्जा प्लेस है, या क्या उन्हें पास्ता, सीफूड इतालवी भोजन भी पसंद है?","Okay. And for the first one, you had mentioned pizza. Do they serve Is it just a pizza place, or do they have like pasta, seafood Italian food, too?"
481,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,18,ठीक है बहुत बढ़िया। मुझे लगता है कि मैं दूसरे के लिए आरक्षण करूंगा।,"Okay, great. I think I'll make a reservation for the second one."
484,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,21,27 जनवरी रविवार को कैसा रहेगा?,"How about Sunday, January 27th?"
486,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,23,शाम के 8:00 बजे।,8:00 p.m.
488,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,25,सात।,seven.
491,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,28,"हाँ, लेकिन क्या आप हमें बाहर की सीट के लिए भी रिज़र्वेशन दे सकते हैं?","Yes, but also can you give us a reservation for a seat outside?"
495,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,32,"हां, प्लीज।","Yes, please."
499,dlg-508f4cbe-eef8-4f2b-8267-cd6f0ee9f13d,36,"ओह, बस इतना ही। धन्यवाद।","Oh, that's it. Thanks."
